index,Company,TypeName,Inches,ScreenResolution,cpu_brand,cpu_name,cpu_speed,Ram,Memory,gpu_brand,gpu_name,OpSys,Weight,Price
678,LG,Ultrabook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 8550U ,1.8,8.0,512GB SSD,Intel, HD Graphics 620,windows,1.10,122491
679,Acer,Gaming,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,16.0,256GB SSD,Nvidia, GeForce GTX 1050 Ti,windows,2.50,69211
680,MSI,Gaming,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,256GB SSD,Nvidia, GeForce GTX 1050,windows,2.20,53168
681,Asus,Notebook,15.60,1366x768,Intel, Celeron Dual Core N3350 ,1.1,4.0,128GB SSD,Intel, HD Graphics 500,windows,1.90,22324
682,Dell,Gaming,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,16.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,3.20,109277
683,HP,Notebook,17.30,IPS Panel Full HD 1920x1080,Intel, Core i3 6006U ,2.0,4.0,256GB SSD,AMD, Radeon R5 520,windows,2.50,37243
684,Lenovo,2 in 1 Convertible,13.30,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i7 8550U ,1.8,8.0,512GB SSD,Intel, UHD Graphics 620,windows,1.20,79867
685,Dell,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7820HK ,2.9,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,3.50,149917
686,HP,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,4.0,500GB HDD,AMD, Radeon 520,windows,1.90,32640
687,Dell,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,1TB HDD,AMD, Radeon R5 M430,windows,2.20,29073
688,HP,Notebook,17.30,IPS Panel Full HD 1920x1080,AMD, A10-Series 9600P ,2.4,6.0,2TB HDD,AMD, Radeon R7 M440,windows,2.70,30316
689,Lenovo,Notebook,15.60,1366x768,Intel, Celeron Dual Core 3855U ,1.6,4.0,500GB HDD,Intel, HD Graphics 510,windows,2.10,16943
690,Acer,Notebook,14.00,1366x768,Intel, Celeron Dual Core 3855U ,1.6,4.0,32GB Flash Storage,Intel, HD Graphics 510,other,1.50,19980
691,Lenovo,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,256GB SSD,Intel, HD Graphics 620,windows,1.70,37243
692,HP,Workstation,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,500GB HDD,Nvidia, Quadro M1200,windows,3.10,101658
693,Lenovo,2 in 1 Convertible,14.00,Touchscreen 2560x1440,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,137995
694,Toshiba,Notebook,13.30,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.50,51841
695,Acer,Netbook,11.60,1366x768,Intel, Celeron Dual Core N3050 ,1.6,4.0,32GB Flash Storage,Intel, HD Graphics,windows,1.40,14332
696,Lenovo,2 in 1 Convertible,14.00,Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,16.0,512GB SSD,Intel, HD Graphics 620,windows,1.40,93187
697,Asus,2 in 1 Convertible,12.50,Full HD / Touchscreen 1920x1080,Intel, Core M M3-6Y30 ,0.9,4.0,64GB Flash Storage,Intel, HD Graphics 515,other,1.20,35644
698,Toshiba,Ultrabook,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i7 6500U ,2.5,16.0,512GB SSD,Intel, HD Graphics 520,windows,1.40,100007
700,Dell,Gaming,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,1TB HDD,Nvidia, GeForce GTX 1050,windows,2.60,43636
701,Lenovo,Notebook,15.60,Full HD 1920x1080,AMD, A9-Series 9420 ,2.9,4.0,256GB SSD,AMD, Radeon 530,windows,2.20,21259
702,Lenovo,Notebook,15.60,1366x768,AMD, A12-Series 9720P ,3.6,8.0,1TB HDD,AMD, Radeon R7,windows,2.20,22857
703,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,1TB HDD +  1TB HDD,Intel, HD Graphics 620,windows,2.10,33111
704,Lenovo,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,500GB HDD,Intel, HD Graphics 520,N/A,1.90,23976
705,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,2.20,42358
706,Acer,2 in 1 Convertible,13.30,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i5 8250U ,1.6,1.0,256GB SSD,Intel, UHD Graphics 620,windows,1.60,53227
707,Lenovo,Workstation,15.60,Full HD 1920x1080,Intel, Core i7 6500U ,2.5,16.0,512GB SSD,Nvidia, Quadro M520M,windows,2.20,98834
708,Lenovo,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 6300HQ ,2.3,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.80,63456
709,HP,Notebook,17.30,IPS Panel Full HD 1920x1080,AMD, A10-Series 9620P ,2.5,6.0,2TB HDD,AMD, Radeon 530,windows,2.70,34899
710,Lenovo,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050 Ti,windows,2.50,66547
711,Dell,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 7440HQ ,2.8,8.0,256GB SSD,Nvidia, GeForce 930MX,linux,1.60,58022
712,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,1TB HDD,Intel, HD Graphics 620,linux,2.00,38681
713,Asus,Notebook,14.00,Full HD 1920x1080,Intel, Celeron Dual Core N3350 ,1.1,4.0,32GB Flash Storage,Intel, HD Graphics 500,windows,1.50,15877
714,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7300U ,2.6,16.0,512GB SSD,Intel, HD Graphics 620,windows,1.90,76012
715,Lenovo,Notebook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Nvidia, GeForce 920MX,windows,1.90,45665
716,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7300U ,2.6,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.90,62817
717,Lenovo,Notebook,15.60,1366x768,AMD, A6-Series 7310 ,2.0,4.0,500GB HDD,AMD, Radeon R4,windows,2.20,15877
718,Mediacom,Notebook,14.00,IPS Panel Full HD 1920x1200,Intel, Atom Z8350 ,1.9,4.0,32GB HDD,Intel, HD Graphics 400,windows,1.40,14119
719,HP,Notebook,17.30,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Nvidia, GeForce 930MX,windows,2.60,63936
720,Lenovo,Ultrabook,14.00,IPS Panel Quad HD+ 2560x1440,Intel, Core i7 6500U ,2.5,64.0,512GB SSD,Intel, HD Graphics 520,windows,1.20,89864
721,HP,2 in 1 Convertible,13.30,IPS Panel Touchscreen 1366x768,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.60,44574
722,Lenovo,Ultrabook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,79867
723,Dell,Gaming,17.30,4K Ultra HD 3840x2160,Intel, Core i7 7700HQ ,2.8,32.0,1TB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,4.40,194973
724,MSI,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050 Ti,windows,2.70,71847
725,Lenovo,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,4.0,1TB HDD,Intel, HD Graphics 620,N/A,1.90,26102
727,Dell,2 in 1 Convertible,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i3 7100U ,2.4,4.0,1TB HDD,Intel, HD Graphics 620,windows,1.70,34579
728,Dell,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,8.0,1TB HDD,AMD, Radeon R7 M445,linux,2.30,31410
729,HP,Notebook,15.60,Full HD 1920x1080,AMD, A9-Series 9420 ,3.0,4.0,1TB HDD,AMD, Radeon 520,windows,2.10,26054
730,Acer,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 6700HQ ,2.6,16.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,4.20,103097
731,Dell,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,12.0,1TB HDD,Intel, HD Graphics 620,windows,2.30,34579
732,HP,Notebook,15.60,Full HD 1920x1080,AMD, A9-Series A9-9420 ,3.0,6.0,128GB SSD +  1TB HDD,AMD, Radeon 520,windows,2.10,34632
733,Acer,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,4.0,500GB HDD,Intel, HD Graphics 620,windows,2.40,29784
734,Lenovo,Notebook,13.30,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,51149
735,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,4.0,1TB HDD,Intel, HD Graphics 620,windows,1.90,41505
736,HP,Workstation,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD,Nvidia, Quadro M2200,windows,2.60,128884
737,Dell,2 in 1 Convertible,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i5 8250U ,1.6,8.0,1TB HDD,Intel, UHD Graphics 620,windows,1.60,35112
738,MSI,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,1.80,111594
739,Acer,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,500GB HDD,Intel, HD Graphics 520,windows,2.40,21887
740,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce 940MX,windows,2.00,64309
741,Dell,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,8.0,256GB SSD,Intel, HD Graphics 520,windows,2.00,35431
742,Toshiba,Notebook,14.00,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,81785
743,Lenovo,2 in 1 Convertible,14.00,Full HD / Touchscreen 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.70,53227
744,Lenovo,Workstation,15.60,IPS Panel 4K Ultra HD 3840x2160,Intel, Core i7 7600U ,2.8,16.0,1TB SSD,Nvidia, Quadro M520M,windows,2.50,175771
745,Acer,Notebook,14.00,1366x768,Intel, Celeron Dual Core N3060 ,1.6,2.0,32GB Flash Storage,Intel, HD Graphics 400,other,1.70,17582
746,Samsung,Ultrabook,13.30,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,16.0,256GB SSD,Intel, HD Graphics 620,windows,0.80,87859
748,Dell,Notebook,14.00,1366x768,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.60,60031
749,HP,Workstation,17.30,IPS Panel Full HD 1920x1080,Intel, Xeon E3-1535M v5 ,2.9,16.0,256GB SSD,Nvidia, Quadro M2000M,windows,3.00,233846
750,Lenovo,Netbook,11.60,Touchscreen 1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,128GB SSD,Intel, HD Graphics 400,windows,1.40,25308
751,HP,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 6300U ,2.4,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.80,101232
752,Asus,Notebook,15.60,1366x768,Intel, Core i5 6300HQ ,2.3,4.0,1TB HDD,Nvidia, GeForce GTX 950M,N/A,2.50,30849
754,Asus,Notebook,15.60,1366x768,Intel, Core i7 7500U ,2.7,4.0,256GB SSD,Intel, HD Graphics 620,windows,2.40,45283
755,Lenovo,2 in 1 Convertible,13.30,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel, Core i5 6260U ,1.8,8.0,256GB SSD,Intel, HD Graphics 540,windows,1.30,63883
756,HP,Notebook,15.60,IPS Panel Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,2.20,58555
757,HP,Workstation,15.60,Full HD 1920x1080,Intel, Core i7 6700HQ ,2.6,8.0,256GB SSD,Nvidia, Quadro M1000M,windows,2.60,83170
758,Dell,Gaming,15.60,IPS Panel 4K Ultra HD 3840x2160,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,4.40,152860
759,Acer,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,4.0,256GB SSD,Intel, HD Graphics 620,windows,2.10,31915
760,Lenovo,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,2.50,55837
761,Dell,Ultrabook,12.50,Full HD 1920x1080,Intel, Core i7 7600U ,2.8,16.0,256GB SSD,Intel, HD Graphics 620,windows,1.20,99048
762,Google,Ultrabook,12.30,Touchscreen 2400x1600,Intel, Core i5 7Y57 ,1.2,8.0,256GB SSD,Intel, HD Graphics 615,other,1.10,83064
763,Asus,Ultrabook,13.30,IPS Panel Quad HD+ 3200x1800,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.20,60153
764,Dell,Notebook,13.30,1366x768,Intel, Core i3 6006U ,2.0,4.0,500GB HDD,Intel, HD Graphics 520,windows,1.70,45235
765,Acer,Notebook,13.30,1366x768,Intel, Core i5 6200U ,2.3,4.0,128GB SSD,Intel, HD Graphics 520,windows,1.60,34898
766,Asus,Notebook,17.30,1366x768,Intel, Pentium Quad Core N4200 ,1.1,4.0,1TB HDD,Nvidia, GeForce 920MX,windows,2.80,25060
767,Dell,Gaming,15.60,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel, Core i7 6700HQ ,2.6,16.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 960M,windows,2.70,58555
768,Samsung,Ultrabook,13.30,Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,85195
769,Acer,Notebook,15.60,1366x768,Intel, Pentium Quad Core N4200 ,1.1,4.0,1TB HDD,Intel, HD Graphics 505,linux,2.10,15877
770,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,16.0,?,AMD, Radeon R7 M445,windows,2.30,62938
771,Samsung,2 in 1 Convertible,15.00,Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,16.0,256GB SSD,AMD, Radeon 540,windows,1.70,95851
772,Toshiba,Notebook,14.00,IPS Panel 1366x768,Intel, Core i5 6200U ,2.3,4.0,128GB SSD,Intel, HD Graphics 520,windows,1.80,54346
773,Dell,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,1TB HDD,Nvidia, GeForce GTX 1050,windows,2.60,58555
775,Asus,2 in 1 Convertible,15.60,Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,12.0,2TB HDD,Nvidia, GeForce 940MX,windows,2.30,44702
776,Lenovo,Notebook,15.60,4K Ultra HD 3840x2160,Intel, Core i7 6820HQ ,2.7,16.0,512GB SSD,Nvidia, Quadro M2000M,windows,2.50,126274
777,Acer,Notebook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i3 7100U ,2.4,4.0,128GB SSD,Intel, HD Graphics 620,windows,1.80,33886
778,Razer,Gaming,14.00,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,512GB SSD,Nvidia, GeForce GTX 1060,windows,2.00,154459
779,Asus,Notebook,15.60,1920x1080,Intel, Pentium Dual Core N4200 ,1.1,8.0,128GB SSD,Intel, HD Graphics 505,windows,2.00,31004
780,Dell,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,32.0,1TB SSD +  1TB HDD,Nvidia, GeForce GTX 1070M,windows,4.40,191211
781,Asus,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 6700HQ ,2.6,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,4.30,125208
782,Toshiba,Ultrabook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i7 6600U ,2.6,16.0,512GB SSD,Nvidia, GeForce 930M,windows,1.50,93986
783,Lenovo,Notebook,15.60,1366x768,Intel, Celeron Quad Core N3710 ,1.6,8.0,1TB HDD,Intel, HD Graphics 405,N/A,2.20,17529
784,Lenovo,Ultrabook,14.00,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,16.0,512GB SSD,Intel, HD Graphics 620,windows,1.70,122491
785,MSI,Gaming,14.00,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,1.60,100752
786,MSI,Gaming,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1050,windows,2.20,58022
787,Lenovo,Gaming,15.60,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,4.0,1TB HDD,Nvidia, GeForce GTX 1050,windows,2.40,53227
788,Acer,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,4.20,122491
789,Dell,Gaming,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,256GB SSD,Nvidia, GeForce GTX 1050,windows,2.60,52481
790,Asus,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX1060,windows,2.20,71342
791,Vero,Notebook,14.00,1920x1080,Intel, Celeron Dual Core N3350 ,1.1,4.0,32GB Flash Storage,Intel, HD Graphics 500,windows,1.20,10811
792,Lenovo,2 in 1 Convertible,13.30,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,8.0,512GB SSD,Intel, HD Graphics 620,windows,1.40,104962
793,Lenovo,2 in 1 Convertible,15.60,Full HD / Touchscreen 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,AMD, Radeon R7 M460,windows,2.10,51096
794,Apple,Ultrabook,12.00,IPS Panel Retina Display 2304x1440,Intel, Core M ,1.2,8.0,512GB Flash Storage,Intel, HD Graphics 5300,mac,0.90,62071
795,Lenovo,2 in 1 Convertible,14.00,IPS Panel Touchscreen 2560x1440,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,124142
796,Asus,Notebook,14.00,1366x768,Intel, Celeron Dual Core N3350 ,1.1,4.0,32GB Flash Storage,Intel, HD Graphics 500,windows,1.60,15931
797,Dell,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,8.0,128GB SSD,Intel, HD Graphics 620,windows,2.00,43157
798,Lenovo,2 in 1 Convertible,13.90,IPS Panel Full HD / Touchscreen 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.40,71875
799,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i3 6006U ,2.0,8.0,256GB SSD,AMD, Radeon R5 M420X,windows,2.00,39374
800,HP,Workstation,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,8.0,256GB SSD,Nvidia, Quadro M2200,windows,3.10,110018
801,Asus,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,2.40,58555
802,Dell,Ultrabook,13.30,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,79867
803,Dell,Notebook,15.60,4K Ultra HD / Touchscreen 3840x2160,Intel, Core i5 7300HQ ,2.5,8.0,256GB SSD,Nvidia, GeForce GTX 1050,windows,2.10,93187
804,Dell,Netbook,11.60,1366x768,Intel, Pentium Quad Core N4200 ,1.1,4.0,128GB SSD,Intel, HD Graphics 505,windows,1.60,39640
805,HP,Netbook,12.50,1366x768,Intel, Core i5 7300U ,2.6,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,74006
806,Toshiba,Notebook,15.60,1366x768,Intel, Core i5 6200U ,2.3,4.0,500GB HDD,Intel, HD Graphics 520,windows,2.10,41558
807,HP,Notebook,15.60,1366x768,AMD, A12-Series 9700P ,2.5,8.0,2TB HDD,AMD, Radeon R7 Graphics,windows,2.00,33513
808,Dell,Gaming,15.60,4K Ultra HD 3840x2160,Intel, Core i7 7700HQ ,2.8,16.0,512GB SSD,Nvidia, GeForce GTX 1050 Ti,windows,2.60,89457
809,Lenovo,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,1TB HDD,Nvidia, GeForce 920M,windows,2.40,32448
810,HP,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,12.0,1TB HDD,AMD, Radeon RX 580,windows,3.70,93187
811,MSI,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,512GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,2.90,128671
812,Samsung,Ultrabook,13.30,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,0.80,79867
813,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,1TB HDD,Nvidia, GeForce GT 940MX,windows,2.00,51202
814,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,AMD, Radeon R5 M420,windows,2.20,42081
815,Lenovo,Ultrabook,14.00,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,99048
816,Razer,Ultrabook,12.50,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel, Core i7 7500U ,2.5,16.0,512GB SSD,Intel, HD Graphics 620,windows,1.30,95851
817,HP,Netbook,11.60,1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,16GB Flash Storage,Intel, HD Graphics 400,other,1.20,20513
818,Dell,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,128GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,4.40,133467
819,Dell,Notebook,14.00,1366x768,Intel, Core i5 6200U ,2.3,4.0,500GB HDD,Intel, HD Graphics 520,windows,1.80,40226
820,Lenovo,Notebook,15.60,1366x768,Intel, Core i3 6006U ,2.0,4.0,500GB HDD,Intel, HD Graphics 520,windows,2.10,26102
821,Toshiba,Ultrabook,14.00,1366x768,Intel, Core i5 7200U ,2.5,4.0,128GB SSD,Intel, HD Graphics 620,windows,1.30,58075
822,Lenovo,Ultrabook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i7 7500U ,2.7,8.0,512GB SSD,Intel, HD Graphics 620,windows,1.10,133147
823,MSI,Gaming,15.60,Full HD 1920x1080,Intel, Core i5 7300HQ ,2.5,8.0,256GB SSD,Nvidia, GeForce GTX 1050,windows,2.40,63883
824,Lenovo,Ultrabook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB Flash Storage,Intel, HD Graphics 620,windows,1.10,99900
825,Toshiba,Notebook,14.00,1366x768,Intel, Pentium Dual Core 4405U ,2.1,4.0,128GB SSD,Intel, HD Graphics 510,windows,1.80,26587
826,Asus,2 in 1 Convertible,13.30,Touchscreen / Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.10,72354
827,Dell,Notebook,14.00,1366x768,Intel, Core i3 6006U ,2.0,4.0,500GB HDD,Intel, HD Graphics 520,windows,1.80,31169
828,Acer,Netbook,11.60,IPS Panel 1366x768,Intel, Celeron Dual Core N3060 ,1.6,4.0,32GB Flash Storage,Intel, HD Graphics 400,other,1.40,18914
829,Acer,Notebook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i3 7100U ,2.4,8.0,128GB SSD,Intel, HD Graphics 620,windows,1.50,32980
830,Razer,Gaming,17.30,4K Ultra HD / Touchscreen 3840x2160,Intel, Core i7 7820HK ,2.9,32.0,512GB SSD,Nvidia, GeForce GTX 1080,windows,3.50,292987
831,Lenovo,Ultrabook,14.00,IPS Panel Quad HD+ 2560x1440,Intel, Core i7 6600U ,2.6,16.0,512GB SSD,Intel, HD Graphics 520,windows,1.10,111835
832,Asus,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,4.0,1TB HDD,Nvidia, GeForce 920,linux,2.10,27652
833,Lenovo,Notebook,14.00,Full HD 1920x1080,Intel, Core i5 6200U ,2.3,8.0,256GB SSD,Intel, HD Graphics 520,windows,1.70,63190
834,Lenovo,Notebook,14.00,IPS Panel Full HD 1920x1080,Intel, Core i5 7300U ,2.6,8.0,256GB SSD,Intel, HD Graphics 620,windows,1.30,87912
835,Dell,Gaming,15.60,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,3.20,147832
836,Asus,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,16.0,256GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,2.90,128884
837,Toshiba,Notebook,15.60,1366x768,Intel, Core i3 7100U ,2.4,4.0,500GB HDD,Intel, HD Graphics 620,windows,2.00,35644
838,Lenovo,Notebook,14.00,1366x768,Intel, Celeron Quad Core N3160 ,1.6,4.0,16GB Flash Storage,Intel, HD Graphics 400,other,1.50,17316
839,Asus,Notebook,15.60,Full HD 1920x1080,Intel, Core i5 7200U ,2.5,8.0,128GB HDD,Intel, HD Graphics 620,windows,2.30,31435
840,Asus,Gaming,17.30,Full HD 1920x1080,Intel, Core i7 6700HQ ,2.6,16.0,512GB SSD +  1TB HDD,Nvidia, GeForce GTX 1060,windows,2.70,95851
841,Dell,Gaming,17.30,IPS Panel Full HD 1920x1080,Intel, Core i7 7700HQ ,2.8,32.0,512GB SSD +  1TB HDD,Nvidia, GeForce GTX 1070,windows,4.40,163724
842,HP,Notebook,17.30,1600x900,Intel, Core i5 7200U ,2.5,8.0,1TB HDD,Nvidia, GeForce 930MX,windows,2.60,48485
843,Dell,Notebook,15.60,1366x768,Intel, Core i5 7200U ,2.5,8.0,128GB SSD,Intel, HD Graphics 620,windows,2.20,38041
844,HP,Ultrabook,14.00,Full HD 1920x1080,Intel, Core i7 6500U ,2.5,8.0,512GB SSD,Intel, HD Graphics 520,windows,1.50,99634
845,Dell,Notebook,15.60,Full HD 1920x1080,Intel, Core i7 7500U ,2.7,4.0,256GB SSD,AMD, Radeon R5 M420,windows,2.20,39374
846,HP,2 in 1 Convertible,11.60,Touchscreen 1366x768,Intel, Celeron Dual Core N3350 ,1.1,4.0,32GB Flash Storage,Intel, HD Graphics 500,other,1.40,32767
